simulation_id,time,water,hour
4799,1534683600.0,113.23,14.0
4800,1534676400.0,23.41,12.0
4801,1534690800.0,58.78,16.0
4802,1534669200.0,28.96,10.0
4803,1534662000.0,15.06,8.0
4804,1534770000.0,90.68,14.0
4805,1534762800.0,80.38,12.0
4806,1534777200.0,18.05,16.0
4807,1534755600.0,15.05,10.0
4808,1534748400.0,13.57,8.0
4809,1534856400.0,31.83,14.0
4810,1534849200.0,186.81,12.0
4811,1534863600.0,81.33,16.0
4812,1534842000.0,21.3,10.0
4813,1534834800.0,6.91,8.0
4814,1534942800.0,10.89,14.0
4815,1534935600.0,58.43,12.0
4816,1534950000.0,147.92,16.0
4817,1534928400.0,36.94,10.0
4818,1534921200.0,12.4,8.0
4819,1535029200.0,124.77,14.0
4820,1535022000.0,156.87,12.0
4821,1535036400.0,17.93,16.0
4822,1535014800.0,0.05,10.0
4823,1535007600.0,0.02,8.0
4824,1535115600.0,239.47,14.0
4825,1535108400.0,1.51,12.0
4826,1535122800.0,1.49,16.0
4827,1535101200.0,0.02,10.0
4828,1535094000.0,0.02,8.0
4829,1535202000.0,133.5,14.0
4830,1535194800.0,32.12,12.0
4831,1535209200.0,6.49,16.0
4832,1535187600.0,9.28,10.0
4833,1535180400.0,0.08,8.0
4834,1535288400.0,186.54,14.0
4835,1535281200.0,78.68,12.0
4836,1535295600.0,18.23,16.0
4837,1535274000.0,8.61,10.0
4838,1535266800.0,32.74,8.0
4839,1535374800.0,248.71,14.0
4840,1535367600.0,8.05,12.0
4841,1535382000.0,13.76,16.0
4842,1535360400.0,5.44,10.0
4843,1535353200.0,0.92,8.0
4844,1535461200.0,10.16,14.0
4845,1535454000.0,11.42,12.0
4846,1535468400.0,91.71,16.0
4847,1535446800.0,97.0,10.0
4848,1535439600.0,0.63,8.0
4849,1535547600.0,189.1,14.0
4850,1535540400.0,19.74,12.0
4851,1535554800.0,0.09,16.0
4852,1535533200.0,0.01,10.0
4853,1535526000.0,0.0,8.0
4854,1535634000.0,182.75,14.0
4855,1535626800.0,16.14,12.0
4856,1535641200.0,63.83,16.0
4857,1535619600.0,65.63,10.0
4858,1535612400.0,0.6,8.0
4859,1535720400.0,29.84,14.0
4860,1535713200.0,38.54,12.0
4861,1535727600.0,123.75,16.0
4862,1535706000.0,11.45,10.0
4863,1535698800.0,97.12,8.0
4864,1535806800.0,18.66,14.0
4865,1535799600.0,207.79,12.0
4866,1535814000.0,8.77,16.0
4867,1535792400.0,10.95,10.0
4868,1535785200.0,1.54,8.0
4869,1535893200.0,37.92,14.0
4870,1535886000.0,82.26,12.0
4871,1535900400.0,10.77,16.0
4872,1535878800.0,24.96,10.0
4873,1535871600.0,51.49,8.0
4874,1535979600.0,59.17,14.0
4875,1535972400.0,121.28,12.0
4876,1535986800.0,10.82,16.0
4877,1535965200.0,2.72,10.0
4878,1535958000.0,0.5,8.0
4879,1536066000.0,280.5,14.0
4880,1536058800.0,6.94,12.0
4881,1536073200.0,1.18,16.0
4882,1536051600.0,0.6,10.0
4883,1536044400.0,0.8,8.0
4884,1536152400.0,131.28,14.0
4885,1536145200.0,43.97,12.0
4886,1536159600.0,25.62,16.0
4887,1536138000.0,33.4,10.0
4888,1536130800.0,23.39,8.0
4889,1536238800.0,58.36,14.0
4890,1536231600.0,145.44,12.0
4891,1536246000.0,57.8,16.0
4892,1536224400.0,3.57,10.0
4893,1536217200.0,17.74,8.0
4894,1536325200.0,182.42,14.0
4895,1536318000.0,63.59,12.0
4896,1536332400.0,34.64,16.0
4897,1536310800.0,8.03,10.0
4898,1536303600.0,0.02,8.0
4899,1536411600.0,0.5,14.0
4900,1536404400.0,181.93,12.0
4901,1536418800.0,17.21,16.0
4902,1536397200.0,0.02,10.0
4903,1536390000.0,0.47,8.0
4904,1536498000.0,91.21,14.0
4905,1536490800.0,166.67,12.0
4906,1536505200.0,6.07,16.0
4907,1536483600.0,2.37,10.0
4908,1536476400.0,4.05,8.0
4909,1536584400.0,28.7,14.0
4910,1536577200.0,36.42,12.0
4911,1536591600.0,49.35,16.0
4912,1536570000.0,19.94,10.0
4913,1536562800.0,1.53,8.0
4914,1536670800.0,166.83,14.0
4915,1536663600.0,49.9,12.0
4916,1536678000.0,0.33,16.0
4917,1536656400.0,0.1,10.0
4918,1536649200.0,0.02,8.0
4919,1536757200.0,166.36,14.0
4920,1536750000.0,103.35,12.0
4921,1536764400.0,1.17,16.0
4922,1536742800.0,23.35,10.0
4923,1536735600.0,5.53,8.0
4924,1536843600.0,187.55,14.0
4925,1536836400.0,44.19,12.0
4926,1536850800.0,22.54,16.0
4927,1536829200.0,20.35,10.0
4928,1536822000.0,4.16,8.0
4929,1536930000.0,66.02,14.0
4930,1536922800.0,44.29,12.0
4931,1536937200.0,182.27,16.0
4932,1536915600.0,4.49,10.0
4933,1536908400.0,4.38,8.0
4934,1537016400.0,36.25,14.0
4935,1537009200.0,67.95,12.0
4936,1537023600.0,76.53,16.0
4937,1537002000.0,2.29,10.0
4938,1536994800.0,0.21,8.0
4939,1537102800.0,157.09,14.0
4940,1537095600.0,1.3,12.0
4941,1537110000.0,11.65,16.0
4942,1537088400.0,45.96,10.0
4943,1537081200.0,9.92,8.0
4944,1537189200.0,23.04,14.0
4945,1537182000.0,36.61,12.0
4946,1537196400.0,135.36,16.0
4947,1537174800.0,2.56,10.0
4948,1537167600.0,15.86,8.0
4949,1537275600.0,108.72,14.0
4950,1537268400.0,6.08,12.0
4951,1537282800.0,19.31,16.0
4952,1537261200.0,26.3,10.0
4953,1537254000.0,1.74,8.0
4954,1537362000.0,277.8,14.0
4955,1537354800.0,10.01,12.0
4956,1537369200.0,4.78,16.0
4957,1537347600.0,4.31,10.0
4958,1537340400.0,0.8,8.0
4959,1537448400.0,248.01,14.0
4960,1537441200.0,45.34,12.0
4961,1537455600.0,22.16,16.0
4962,1537434000.0,11.08,10.0
4963,1537426800.0,6.76,8.0
4964,1537534800.0,142.51,14.0
4965,1537527600.0,103.44,12.0
4966,1537542000.0,4.9,16.0
4967,1537520400.0,23.82,10.0
4968,1537513200.0,6.39,8.0
4969,1537621200.0,204.01,14.0
4970,1537614000.0,29.75,12.0
4971,1537628400.0,74.34,16.0
4972,1537606800.0,1.97,10.0
4973,1537599600.0,1.6,8.0
4974,1537707600.0,67.31,14.0
4975,1537700400.0,115.58,12.0
4976,1537714800.0,9.64,16.0
4977,1537693200.0,0.67,10.0
4978,1537686000.0,0.29,8.0
4979,1537794000.0,167.63,14.0
4980,1537786800.0,138.33,12.0
4981,1537801200.0,9.58,16.0
4982,1537779600.0,11.1,10.0
4983,1537772400.0,9.04,8.0
4984,1537880400.0,61.46,14.0
4985,1537873200.0,76.63,12.0
4986,1537887600.0,79.64,16.0
4987,1537866000.0,0.35,10.0
4988,1537858800.0,0.12,8.0
4989,1537966800.0,123.96,14.0
4990,1537959600.0,81.22,12.0
4991,1537974000.0,3.46,16.0
4992,1537952400.0,1.38,10.0
4993,1537945200.0,0.62,8.0
4994,1538053200.0,140.89,14.0
4995,1538046000.0,64.82,12.0
4996,1538060400.0,1.96,16.0
4997,1538038800.0,68.02,10.0
4998,1538031600.0,2.91,8.0
4999,1538139600.0,109.3,14.0
5000,1538132400.0,58.62,12.0
5001,1538146800.0,28.61,16.0
5002,1538125200.0,32.97,10.0
5003,1538118000.0,7.92,8.0
5004,1538226000.0,99.83,14.0
5005,1538218800.0,5.81,12.0
5006,1538233200.0,107.15,16.0
5007,1538211600.0,0.6,10.0
5008,1538204400.0,3.73,8.0
5009,1538312400.0,145.43,14.0
5010,1538305200.0,37.8,12.0
5011,1538319600.0,1.65,16.0
5012,1538298000.0,2.88,10.0
5013,1538290800.0,1.74,8.0
5014,1538398800.0,44.07,14.0
5015,1538391600.0,21.76,12.0
5016,1538406000.0,13.2,16.0
5017,1538384400.0,0.35,10.0
5018,1538377200.0,0.24,8.0
5019,1538485200.0,18.69,14.0
5020,1538478000.0,75.63,12.0
5021,1538492400.0,29.28,16.0
5022,1538470800.0,3.79,10.0
5023,1538463600.0,0.53,8.0
5024,1538571600.0,90.88,14.0
5025,1538564400.0,70.63,12.0
5026,1538578800.0,2.51,16.0
5027,1538557200.0,1.13,10.0
5028,1538550000.0,0.47,8.0
5029,1538658000.0,11.18,14.0
5030,1538650800.0,51.42,12.0
5031,1538665200.0,21.75,16.0
5032,1538643600.0,0.24,10.0
5033,1538636400.0,10.53,8.0
5034,1538744400.0,87.17,14.0
5035,1538737200.0,38.9,12.0
5036,1538751600.0,0.92,16.0
5037,1538730000.0,0.4,10.0
5038,1538722800.0,1.42,8.0
5039,1538830800.0,59.7,14.0
5040,1538823600.0,14.51,12.0
5041,1538838000.0,17.32,16.0
5042,1538816400.0,2.33,10.0
5043,1538809200.0,2.31,8.0
5044,1538917200.0,54.69,14.0
5045,1538910000.0,10.63,12.0
5046,1538924400.0,3.25,16.0
5047,1538902800.0,2.1,10.0
5048,1538895600.0,2.64,8.0
5049,1539003600.0,13.29,14.0
5050,1538996400.0,27.37,12.0
5051,1539010800.0,9.01,16.0
5052,1538989200.0,14.52,10.0
5053,1538982000.0,0.05,8.0
5054,1539090000.0,88.37,14.0
5055,1539082800.0,12.24,12.0
5056,1539097200.0,9.36,16.0
5057,1539075600.0,2.32,10.0
5058,1539068400.0,0.14,8.0
5059,1539176400.0,105.5,14.0
5060,1539169200.0,29.5,12.0
5061,1539183600.0,9.56,16.0
5062,1539162000.0,4.83,10.0
5063,1539154800.0,0.99,8.0
5064,1539262800.0,68.1,14.0
5065,1539255600.0,58.4,12.0
5066,1539270000.0,8.84,16.0
5067,1539248400.0,2.77,10.0
5068,1539241200.0,4.02,8.0
5069,1539349200.0,2.15,14.0
5070,1539342000.0,11.36,12.0
5071,1539356400.0,8.1,16.0
5072,1539334800.0,90.97,10.0
5073,1539327600.0,21.47,8.0
5074,1539435600.0,15.19,14.0
5075,1539428400.0,64.91,12.0
5076,1539442800.0,47.13,16.0
5077,1539421200.0,16.04,10.0
5078,1539414000.0,14.68,8.0
5079,1539522000.0,108.4,14.0
5080,1539514800.0,32.51,12.0
5081,1539529200.0,2.03,16.0
5082,1539507600.0,9.04,10.0
5083,1539500400.0,7.8,8.0
5084,1539608400.0,33.73,14.0
5085,1539601200.0,39.38,12.0
5086,1539615600.0,2.3,16.0
5087,1539594000.0,0.05,10.0
5088,1539586800.0,1.06,8.0
5089,1539694800.0,40.89,14.0
5090,1539687600.0,51.88,12.0
5091,1539702000.0,38.17,16.0
5092,1539680400.0,8.83,10.0
5093,1539673200.0,3.05,8.0
5094,1539781200.0,43.94,14.0
5095,1539774000.0,34.55,12.0
5096,1539788400.0,40.42,16.0
5097,1539766800.0,11.24,10.0
5098,1539759600.0,5.14,8.0
5099,1539867600.0,36.55,14.0
5100,1539860400.0,64.15,12.0
5101,1539874800.0,38.48,16.0
5102,1539853200.0,16.65,10.0
5103,1539846000.0,24.58,8.0
5104,1539954000.0,6.51,14.0
5105,1539946800.0,46.35,12.0
5106,1539961200.0,5.01,16.0
5107,1539939600.0,5.76,10.0
5108,1539932400.0,2.63,8.0
5109,1540040400.0,131.62,14.0
5110,1540033200.0,24.27,12.0
5111,1540047600.0,17.58,16.0
5112,1540026000.0,0.34,10.0
5113,1540018800.0,0.19,8.0
5114,1540126800.0,4.01,14.0
5115,1540119600.0,63.09,12.0
5116,1540134000.0,11.82,16.0
5117,1540112400.0,2.65,10.0
5118,1540105200.0,0.47,8.0
5119,1540213200.0,65.2,14.0
5120,1540206000.0,0.12,12.0
5121,1540220400.0,55.8,16.0
5122,1540198800.0,26.26,10.0
5123,1540191600.0,10.08,8.0
5124,1540299600.0,119.48,14.0
5125,1540292400.0,3.88,12.0
5126,1540306800.0,25.99,16.0
5127,1540285200.0,9.31,10.0
5128,1540278000.0,2.56,8.0
5129,1540386000.0,63.38,14.0
5130,1540378800.0,9.63,12.0
5131,1540393200.0,29.83,16.0
5132,1540371600.0,1.47,10.0
5133,1540364400.0,2.3,8.0
5134,1540472400.0,15.24,14.0
5135,1540465200.0,12.29,12.0
5136,1540479600.0,10.13,16.0
5137,1540458000.0,15.03,10.0
5138,1540450800.0,3.07,8.0
5139,1540558800.0,85.09,14.0
5140,1540551600.0,2.36,12.0
5141,1540566000.0,0.37,16.0
5142,1540544400.0,0.19,10.0
5143,1540537200.0,0.14,8.0
5144,1540645200.0,46.96,14.0
5145,1540638000.0,15.52,12.0
5146,1540652400.0,15.42,16.0
5147,1540630800.0,1.12,10.0
5148,1540623600.0,0.02,8.0
5149,1540731600.0,77.01,14.0
5150,1540724400.0,11.36,12.0
5151,1540738800.0,2.63,16.0
5152,1540717200.0,1.73,10.0
5153,1540710000.0,0.44,8.0
5154,1540818000.0,67.55,14.0
5155,1540810800.0,22.24,12.0
5156,1540825200.0,15.89,16.0
5157,1540803600.0,5.58,10.0
5158,1540796400.0,4.11,8.0
5159,1540904400.0,121.53,14.0
5160,1540897200.0,37.91,12.0
5161,1540911600.0,3.38,16.0
5162,1540890000.0,0.25,10.0
5163,1540882800.0,0.3,8.0
5164,1540990800.0,75.53,14.0
5165,1540983600.0,3.26,12.0
5166,1540998000.0,26.21,16.0
5167,1540976400.0,6.62,10.0
5168,1540969200.0,0.08,8.0
5169,1541077200.0,34.99,14.0
5170,1541070000.0,118.7,12.0
5171,1541084400.0,1.08,16.0
5172,1541062800.0,4.89,10.0
5173,1541055600.0,0.88,8.0
5174,1541163600.0,108.52,14.0
5175,1541156400.0,71.52,12.0
5176,1541170800.0,2.39,16.0
5177,1541149200.0,0.5,10.0
5178,1541142000.0,0.84,8.0
5179,1541250000.0,75.02,14.0
5180,1541242800.0,19.2,12.0
5181,1541257200.0,3.01,16.0
5182,1541235600.0,0.7,10.0
5183,1541228400.0,0.33,8.0
5184,1541336400.0,105.13,14.0
5185,1541329200.0,11.67,12.0
5186,1541343600.0,0.84,16.0
5187,1541322000.0,4.84,10.0
5188,1541314800.0,3.61,8.0
5189,1541422800.0,60.09,14.0
5190,1541415600.0,3.1,12.0
5191,1541430000.0,12.22,16.0
5192,1541408400.0,3.85,10.0
5193,1541401200.0,1.04,8.0
5194,1541509200.0,30.62,14.0
5195,1541502000.0,88.25,12.0
5196,1541516400.0,11.49,16.0
5197,1541494800.0,9.42,10.0
5198,1541487600.0,5.71,8.0
5199,1541595600.0,84.15,14.0
5200,1541588400.0,20.57,12.0
5201,1541602800.0,40.86,16.0
5202,1541581200.0,0.59,10.0
5203,1541574000.0,9.42,8.0
5204,1541682000.0,39.55,14.0
5205,1541674800.0,45.38,12.0
5206,1541689200.0,32.86,16.0
5207,1541667600.0,6.29,10.0
5208,1541660400.0,23.61,8.0
5209,1541768400.0,58.83,14.0
5210,1541761200.0,37.54,12.0
5211,1541775600.0,65.8,16.0
5212,1541754000.0,6.2,10.0
5213,1541746800.0,1.02,8.0
5214,1541854800.0,74.61,14.0
5215,1541847600.0,17.64,12.0
5216,1541862000.0,38.0,16.0
5217,1541840400.0,1.54,10.0
5218,1541833200.0,0.05,8.0
5219,1541941200.0,58.36,14.0
5220,1541934000.0,47.83,12.0
5221,1541948400.0,1.07,16.0
5222,1541926800.0,59.74,10.0
5223,1541919600.0,13.6,8.0
5224,1542027600.0,30.86,14.0
5225,1542020400.0,73.25,12.0
5226,1542034800.0,17.36,16.0
5227,1542013200.0,29.62,10.0
5228,1542006000.0,7.81,8.0
5229,1542114000.0,6.34,14.0
5230,1542106800.0,4.55,12.0
5231,1542121200.0,71.54,16.0
5232,1542099600.0,11.26,10.0
5233,1542092400.0,1.69,8.0
5234,1542200400.0,47.46,14.0
5235,1542193200.0,84.82,12.0
5236,1542207600.0,6.08,16.0
5237,1542186000.0,4.99,10.0
5238,1542178800.0,0.73,8.0
5239,1542286800.0,27.32,14.0
5240,1542279600.0,29.05,12.0
5241,1542294000.0,22.47,16.0
5242,1542272400.0,28.28,10.0
5243,1542265200.0,3.49,8.0
5244,1542373200.0,138.89,14.0
5245,1542366000.0,2.85,12.0
5246,1542380400.0,0.08,16.0
5247,1542358800.0,0.0,10.0
5248,1542351600.0,0.0,8.0
5249,1542459600.0,6.26,14.0
5250,1542452400.0,1.99,12.0
5251,1542466800.0,10.58,16.0
5252,1542445200.0,16.64,10.0
5253,1542438000.0,34.27,8.0
5254,1542546000.0,81.2,14.0
5255,1542538800.0,4.17,12.0
5256,1542553200.0,22.65,16.0
5257,1542531600.0,1.07,10.0
5258,1542524400.0,0.22,8.0
5259,1542632400.0,65.34,14.0
5260,1542625200.0,1.01,12.0
5261,1542639600.0,0.25,16.0
5262,1542618000.0,0.88,10.0
5263,1542610800.0,1.86,8.0
5264,1542718800.0,74.07,14.0
5265,1542711600.0,15.64,12.0
5266,1542726000.0,0.08,16.0
5267,1542704400.0,0.41,10.0
5268,1542697200.0,0.91,8.0
5269,1542805200.0,97.71,14.0
5270,1542798000.0,6.57,12.0
5271,1542812400.0,4.87,16.0
5272,1542790800.0,66.65,10.0
5273,1542783600.0,0.45,8.0
5274,1542891600.0,169.92,14.0
5275,1542884400.0,2.23,12.0
5276,1542898800.0,9.72,16.0
5277,1542877200.0,0.16,10.0
5278,1542870000.0,0.05,8.0
5279,1542978000.0,59.91,14.0
5280,1542970800.0,9.94,12.0
5281,1542985200.0,1.0,16.0
5282,1542963600.0,5.25,10.0
5283,1542956400.0,0.47,8.0
5284,1543064400.0,57.77,14.0
5285,1543057200.0,11.25,12.0
5286,1543071600.0,33.21,16.0
5287,1543050000.0,6.92,10.0
5288,1543042800.0,2.13,8.0
5289,1543150800.0,117.6,14.0
5290,1543143600.0,4.73,12.0
5291,1543158000.0,1.12,16.0
5292,1543136400.0,0.06,10.0
5293,1543129200.0,0.89,8.0
5294,1543237200.0,96.57,14.0
5295,1543230000.0,42.33,12.0
5296,1543244400.0,9.37,16.0
5297,1543222800.0,0.52,10.0
5298,1543215600.0,0.26,8.0
5299,1543323600.0,32.84,14.0
5300,1543316400.0,30.43,12.0
5301,1543330800.0,63.5,16.0
5302,1543309200.0,3.11,10.0
5303,1543302000.0,0.34,8.0
5304,1543410000.0,52.45,14.0
5305,1543402800.0,74.95,12.0
5306,1543417200.0,16.78,16.0
5307,1543395600.0,20.86,10.0
5308,1543388400.0,5.46,8.0
5309,1543496400.0,167.97,14.0
5310,1543489200.0,5.4,12.0
5311,1543503600.0,1.22,16.0
5312,1543482000.0,2.64,10.0
5313,1543474800.0,1.93,8.0
5314,1543582800.0,76.35,14.0
5315,1543575600.0,6.37,12.0
5316,1543590000.0,35.67,16.0
5317,1543568400.0,15.9,10.0
5318,1543561200.0,0.9,8.0
5319,1543669200.0,28.74,14.0
5320,1543662000.0,37.07,12.0
5321,1543676400.0,3.45,16.0
5322,1543654800.0,0.85,10.0
5323,1543647600.0,0.47,8.0
5324,1543755600.0,173.84,14.0
5325,1543748400.0,4.55,12.0
5326,1543762800.0,0.39,16.0
5327,1543741200.0,0.28,10.0
5328,1543734000.0,0.04,8.0
5329,1543842000.0,22.18,14.0
5330,1543834800.0,18.24,12.0
5331,1543849200.0,29.29,16.0
5332,1543827600.0,1.46,10.0
5333,1543820400.0,1.89,8.0
5334,1543928400.0,46.36,14.0
5335,1543921200.0,62.14,12.0
5336,1543935600.0,4.63,16.0
5337,1543914000.0,3.17,10.0
5338,1543906800.0,14.19,8.0
5339,1544014800.0,141.16,14.0
5340,1544007600.0,0.84,12.0
5341,1544022000.0,1.27,16.0
5342,1544000400.0,3.46,10.0
5343,1543993200.0,0.02,8.0
5344,1544101200.0,81.01,14.0
5345,1544094000.0,77.88,12.0
5346,1544108400.0,12.39,16.0
5347,1544086800.0,6.85,10.0
5348,1544079600.0,0.07,8.0
5349,1544187600.0,114.25,14.0
5350,1544180400.0,9.73,12.0
5351,1544194800.0,0.77,16.0
5352,1544173200.0,4.48,10.0
5353,1544166000.0,0.26,8.0
5354,1544274000.0,67.5,14.0
5355,1544266800.0,42.53,12.0
5356,1544281200.0,4.39,16.0
5357,1544259600.0,7.42,10.0
5358,1544252400.0,1.89,8.0
5359,1544360400.0,93.52,14.0
5360,1544353200.0,1.78,12.0
5361,1544367600.0,19.39,16.0
5362,1544346000.0,0.14,10.0
5363,1544338800.0,10.23,8.0
5364,1544446800.0,56.05,14.0
5365,1544439600.0,20.49,12.0
5366,1544454000.0,19.48,16.0
5367,1544432400.0,2.93,10.0
5368,1544425200.0,75.16,8.0
5369,1544533200.0,14.39,14.0
5370,1544526000.0,20.35,12.0
5371,1544540400.0,4.56,16.0
5372,1544518800.0,11.28,10.0
5373,1544511600.0,10.38,8.0
5374,1544619600.0,48.7,14.0
5375,1544612400.0,12.3,12.0
5376,1544626800.0,26.72,16.0
5377,1544605200.0,8.18,10.0
5378,1544598000.0,21.72,8.0
5379,1544706000.0,103.49,14.0
5380,1544698800.0,29.6,12.0
5381,1544713200.0,49.29,16.0
5382,1544691600.0,1.03,10.0
5383,1544684400.0,0.58,8.0
5384,1544792400.0,0.23,14.0
5385,1544785200.0,59.0,12.0
5386,1544799600.0,11.95,16.0
5387,1544778000.0,38.63,10.0
5388,1544770800.0,2.36,8.0
5389,1544878800.0,83.82,14.0
5390,1544871600.0,5.37,12.0
5391,1544886000.0,21.75,16.0
5392,1544864400.0,0.22,10.0
5393,1544857200.0,0.73,8.0
5394,1544965200.0,80.08,14.0
5395,1544958000.0,41.92,12.0
5396,1544972400.0,26.7,16.0
5397,1544950800.0,7.34,10.0
5398,1544943600.0,1.43,8.0
5399,1545051600.0,56.53,14.0
5400,1545044400.0,31.82,12.0
5401,1545058800.0,1.54,16.0
5402,1545037200.0,14.13,10.0
5403,1545030000.0,0.29,8.0
5404,1545138000.0,146.83,14.0
5405,1545130800.0,2.1,12.0
5406,1545145200.0,10.01,16.0
5407,1545123600.0,0.96,10.0
5408,1545116400.0,0.78,8.0
5409,1545224400.0,63.26,14.0
5410,1545217200.0,64.25,12.0
5411,1545231600.0,5.74,16.0
5412,1545210000.0,2.47,10.0
5413,1545202800.0,1.22,8.0
5414,1545310800.0,16.91,14.0
5415,1545303600.0,69.0,12.0
5416,1545318000.0,27.76,16.0
5417,1545296400.0,14.02,10.0
5418,1545289200.0,0.87,8.0
5419,1545397200.0,25.39,14.0
5420,1545390000.0,22.06,12.0
5421,1545404400.0,5.44,16.0
5422,1545382800.0,22.04,10.0
5423,1545375600.0,5.66,8.0
5424,1545483600.0,41.84,14.0
5425,1545476400.0,35.36,12.0
5426,1545490800.0,1.24,16.0
5427,1545469200.0,0.86,10.0
5428,1545462000.0,0.89,8.0
5429,1545570000.0,82.63,14.0
5430,1545562800.0,3.73,12.0
5431,1545577200.0,0.85,16.0
5432,1545555600.0,0.54,10.0
5433,1545548400.0,1.36,8.0
5434,1545656400.0,67.07,14.0
5435,1545649200.0,65.88,12.0
5436,1545663600.0,10.65,16.0
5437,1545642000.0,1.82,10.0
5438,1545634800.0,6.83,8.0
5439,1545742800.0,5.03,14.0
5440,1545735600.0,156.35,12.0
5441,1545750000.0,10.92,16.0
5442,1545728400.0,3.49,10.0
5443,1545721200.0,0.35,8.0
5444,1545829200.0,31.41,14.0
5445,1545822000.0,103.14,12.0
5446,1545836400.0,16.53,16.0
5447,1545814800.0,2.06,10.0
5448,1545807600.0,27.21,8.0
5449,1545915600.0,11.55,14.0
5450,1545908400.0,82.24,12.0
5451,1545922800.0,15.35,16.0
5452,1545901200.0,1.56,10.0
5453,1545894000.0,0.2,8.0
5454,1546002000.0,2.9,14.0
5455,1545994800.0,158.21,12.0
5456,1546009200.0,6.37,16.0
5457,1545987600.0,6.32,10.0
5458,1545980400.0,0.18,8.0
5459,1546088400.0,45.44,14.0
5460,1546081200.0,38.04,12.0
5461,1546095600.0,8.98,16.0
5462,1546074000.0,23.12,10.0
5463,1546066800.0,0.8,8.0
5464,1546174800.0,68.7,14.0
5465,1546167600.0,16.13,12.0
5466,1546182000.0,0.25,16.0
5467,1546160400.0,0.13,10.0
5468,1546153200.0,0.12,8.0
5469,1546261200.0,28.4,14.0
5470,1546254000.0,20.83,12.0
5471,1546268400.0,33.87,16.0
5472,1546246800.0,7.32,10.0
5473,1546239600.0,0.47,8.0
5474,1546347600.0,74.66,14.0
5475,1546340400.0,22.56,12.0
5476,1546354800.0,5.23,16.0
5477,1546333200.0,1.41,10.0
5478,1546326000.0,0.07,8.0
5479,1546434000.0,60.89,14.0
5480,1546426800.0,25.16,12.0
5481,1546441200.0,23.16,16.0
5482,1546419600.0,19.79,10.0
5483,1546412400.0,11.44,8.0
5484,1546520400.0,53.3,14.0
5485,1546513200.0,7.1,12.0
5486,1546527600.0,20.3,16.0
5487,1546506000.0,23.27,10.0
5488,1546498800.0,1.2,8.0
5489,1546606800.0,24.64,14.0
5490,1546599600.0,43.39,12.0
5491,1546614000.0,14.01,16.0
5492,1546592400.0,25.25,10.0
5493,1546585200.0,37.59,8.0
5494,1546693200.0,58.76,14.0
5495,1546686000.0,17.23,12.0
5496,1546700400.0,5.6,16.0
5497,1546678800.0,2.39,10.0
5498,1546671600.0,0.25,8.0
5499,1546779600.0,102.26,14.0
5500,1546772400.0,13.94,12.0
5501,1546786800.0,2.72,16.0
5502,1546765200.0,0.45,10.0
5503,1546758000.0,1.39,8.0
5504,1546866000.0,61.14,14.0
5505,1546858800.0,113.46,12.0
5506,1546873200.0,1.62,16.0
5507,1546851600.0,0.42,10.0
5508,1546844400.0,0.39,8.0
5509,1546952400.0,15.78,14.0
5510,1546945200.0,18.3,12.0
5511,1546959600.0,1.85,16.0
5512,1546938000.0,18.99,10.0
5513,1546930800.0,5.15,8.0
5514,1547038800.0,166.6,14.0
5515,1547031600.0,3.1,12.0
5516,1547046000.0,3.67,16.0
5517,1547024400.0,0.22,10.0
5518,1547017200.0,0.24,8.0
5519,1547125200.0,118.65,14.0
5520,1547118000.0,2.82,12.0
5521,1547132400.0,0.23,16.0
5522,1547110800.0,0.2,10.0
5523,1547103600.0,0.45,8.0
5524,1547211600.0,75.64,14.0
5525,1547204400.0,37.93,12.0
5526,1547218800.0,42.91,16.0
5527,1547197200.0,2.1,10.0
5528,1547190000.0,0.13,8.0
5529,1547298000.0,103.89,14.0
5530,1547290800.0,11.55,12.0
5531,1547305200.0,23.75,16.0
5532,1547283600.0,12.58,10.0
5533,1547276400.0,0.79,8.0
5534,1547384400.0,41.27,14.0
5535,1547377200.0,30.1,12.0
5536,1547391600.0,57.72,16.0
5537,1547370000.0,6.07,10.0
5538,1547362800.0,0.4,8.0
5539,1547470800.0,80.41,14.0
5540,1547463600.0,33.38,12.0
5541,1547478000.0,7.95,16.0
5542,1547456400.0,44.35,10.0
5543,1547449200.0,4.0,8.0
5544,1547557200.0,4.97,14.0
5545,1547550000.0,55.05,12.0
5546,1547564400.0,7.18,16.0
5547,1547542800.0,2.69,10.0
5548,1547535600.0,1.12,8.0
5549,1547643600.0,7.75,14.0
5550,1547636400.0,13.18,12.0
5551,1547650800.0,40.49,16.0
5552,1547629200.0,10.58,10.0
5553,1547622000.0,7.7,8.0
5554,1547730000.0,112.93,14.0
5555,1547722800.0,0.89,12.0
5556,1547737200.0,4.42,16.0
5557,1547715600.0,1.14,10.0
5558,1547708400.0,3.92,8.0
5559,1547816400.0,74.95,14.0
5560,1547809200.0,25.05,12.0
5561,1547823600.0,4.74,16.0
5562,1547802000.0,10.82,10.0
5563,1547794800.0,2.85,8.0
5564,1547902800.0,63.24,14.0
5565,1547895600.0,115.35,12.0
5566,1547910000.0,1.17,16.0
5567,1547888400.0,0.24,10.0
5568,1547881200.0,0.04,8.0
5569,1547989200.0,105.11,14.0
5570,1547982000.0,50.13,12.0
5571,1547996400.0,16.39,16.0
5572,1547974800.0,2.8,10.0
5573,1547967600.0,0.73,8.0
5574,1548075600.0,167.67,14.0
5575,1548068400.0,2.41,12.0
