water req,month,Min Temp,Max Temp,Humidity,Wind,Sun,Rad,Rain,altitude,latitude,longitude,crop,soil,city
,May,,,,,,,,,,77.01,potato,red loamy,delhi
184.26,,24.01,33.02,28.0,192.06,10.06,24.72,10.0,14.02,19.0802,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
97.89,,26.07,36.05,73.03,192.04,8.41,22.62,126.08,9.06,22.8,,,,
,May,,,,,,,,,,88.36,potato,red loamy,kolkata
411.39,,26.08,39.01,42.07,192.08,8.07,21.91,30.0,216.08,28.75,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
65.63,,25.04,35.03,72.1,240.09,6.64,19.25,121.01,7.0,13.13,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
10.62,,26.04,32.09,77.03,288.06,5.01,17.39,560.08,14.09,19.11,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
0.08,,26.06,36.1,64.05,288.07,6.01,18.45,111.01,7.0,13.12,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
0.05,,25.01,34.07,73.04,264.09,5.02,17.5,213.0,431.08,26.93,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
425.52,,27.23,40.08,37.05,225.04,8.3701,22.24,44.41,281.0,15.8501,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
411.35,,26.06,39.01,42.06,192.0,8.07,21.97,30.01,216.05,28.75,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
47.7206,,27.07,35.05,73.07,168.02,5.08,17.51,170.09,216.04,28.72,,,,
,july,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.0,,26.05,36.03,64.05,288.06,6.07,18.4398,111.07,7.04,13.09,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
0.16,,25.02,34.06,73.05,264.0,5.07,17.53,213.03,431.04,26.99,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
0.03,,25.03,31.04,81.1,168.03,5.0,16.37,320.1,14.03,19.15,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
224.26,,27.01,39.04,46.06,312.07,7.07,20.6103,51.05,431.02,26.93,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.150002,,25.02,34.08,73.06,264.04,5.07,17.53,213.07,431.07,26.93,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
220.880002,,26.0,39.08,42.05,192.04,8.08,21.99,30.01,216.1,28.7598,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
166.99,,27.06,38.07,61.01,312.01,6.87,19.6,56.03,7.05,13.12,,,,
,June,,,,,,,,,,80.27,potato,red loamy,chennai
184.2099998,,24.01,33.07,28.06,192.02,10.09,24.74,10.08,14.05,19.12,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
176.54,,27.01,38.07,61.04,312.08,6.88,19.62,56.03,7.05,13.1,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
155.79,,28.05,39.08,54.05,216.06,7.02,20.67,80.04,216.06,28.72,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
5.17,,27.03,34.05,80.05,168.05,4.55,16.75,301.08,9.09,22.79,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
425.56,,27.24,40.02,37.04,225.02,8.32,22.23,44.48,281.06,15.82,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.07,,26.08,33.08,84.02,144.04,4.1099,16.1303,375.02,9.07,22.8,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
65.69,,25.09,35.06,72.04,240.06,6.6599,19.21,121.06,7.06,13.09,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
96.619,,26.07,36.03,73.08,192.0,8.49,22.68,126.04,9.01,22.79,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
135.46,,23.85,32.51,64.08,363.04,4.46,16.21,96.03,281.02,15.8701,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
406.17,,27.01,33.03,69.01,240.05,10.05,25.06,10.02,14.03,19.14,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
235.19,,27.05,39.06,63.05,312.08,9.02,23.21,32.04,7.0,13.08,,,,
,May,,,,,,,,,,80.27,potato,red loamy,chennai
327.57,,26.06,41.0,27.08,288.05,9.1,23.45,18.0,431.1,27.0,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
23.75,,15.04,29.06,57.02,168.06,11.04,22.99,20.07,216.07,28.75,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
51.18,,24.06,34.01,70.04,216.03,9.54,23.58,2.08,7.02,13.14,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
224.2099998,,27.09,39.06,46.06,312.01,7.03,20.6,51.04,431.09,26.99,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.09,,26.07,33.05,84.08,144.09,4.18995,16.16,375.08,9.05,22.77,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
0.02,,26.06,33.07,84.04,144.07,4.17,16.1502,375.03,9.1,22.75,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
181.380002,,22.05,37.01,26.05,240.07,9.04,22.66,4.07,431.0,26.92,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
236.66,,27.01,39.03,63.05,312.05,9.0,23.23,32.0,7.08,13.11,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
0.13,,25.05,34.03,73.03,264.08,5.08,17.5,213.02,431.05,26.93,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
224.298,,27.08,39.02,46.04,312.05,7.01,20.68,51.1,431.03,26.95,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
220.84,,26.05,39.07,42.01,192.04,8.1,21.95,30.05,216.08,28.71,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
31.84,,25.05,34.05,72.08,120.08,6.04,16.77,110.02,216.07,28.74,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
155.79,,28.02,39.08,54.0,216.05,7.08,20.64,80.07,216.0,28.77,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.03,,25.07,30.06,83.02,336.05,2.02,12.8501,640.03,14.02,19.09,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
187.57,,27.07,39.07,46.1,312.01,7.03,20.69,51.01,431.0,26.92,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
0.06,,26.07,36.09,64.02,288.04,6.04,18.43,111.05,7.01,13.13,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
187.54,,27.09,39.05,46.06,312.05,7.08,20.66,51.02,431.05,26.93,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
47.7605,,22.07,34.07,63.08,120.09,8.44,20.55,28.08,9.05,22.77,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
51.1205,,24.03,34.06,70.03,216.06,9.6,23.55,2.07,7.06,13.14,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
10.81,,26.02,34.07,77.1,144.1,4.07,15.31,200.02,216.07,28.79,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
185.75,,26.06,39.3396,34.1,138.07,9.25,23.6303,10.01,281.09,15.84,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
83.97,,16.07,32.05,35.06,192.04,8.08,19.25,5.01,431.08,26.93,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
0.03,,25.07,30.0,83.03,288.05,3.07,14.11,520.03,14.08,19.14,,,,
,august,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
224.26,,27.07,39.1,46.03,312.02,7.08,20.6103,51.07,431.02,27.0,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
73.740001,,21.01,32.05,62.01,168.02,9.02,22.06,10.02,14.06,19.09,,,,
,March,,,,,,,,,,72.82,potato,red loamy,mumbai
247.59,,27.27,40.02,37.06,225.01,8.4,22.23,44.09,281.06,15.8601,,,,
,May,,,,,,,,,,wheat,red sandy,kurnool,
325.61,,26.04,41.01,27.03,288.1,9.05,23.43,18.06,431.03,26.96,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
135.420002,,23.82,32.55,64.07,363.08,4.48,16.21,96.07,281.08,15.9,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
246.41,,27.27,40.04,37.06,225.0,8.38,22.25,44.46,281.07,15.88,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
85.78,,23.09,34.04,67.03,192.01,8.08,19.7598,80.08,431.04,26.97,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
142.920002,,21.05,36.06,41.07,168.08,10.01,23.85,40.01,216.09,28.7598,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
142.99,,21.02,36.02,41.05,168.01,10.09,23.84,40.01,216.04,28.7798,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
16.45,,23.82,32.58,64.02,363.03,4.46,16.2598,96.04,281.08,15.81,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
0.1,,27.07,35.05,73.07,168.02,5.01,17.57,170.01,216.05,28.73,,,,
,July,,,,,,,,,,77.01,potato,red loamy,delhi
0.07,,26.05,33.04,84.02,144.07,4.1099,16.19,375.01,9.06,22.75,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
65.69,,25.02,35.02,72.04,240.0,6.64995,19.21,121.02,7.03,13.13,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
53.63,,22.58,37.59,30.08,121.04,9.7199,23.59,1.82,281.09,15.83,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
85.710001,,23.07,34.05,67.01,192.08,8.01,19.77,80.04,431.04,26.96,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
479.4699997,,26.09,41.06,27.05,288.07,9.08,23.4597,18.1,431.02,26.97,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
406.12,,27.02,33.1,69.04,240.0,10.03,25.04,10.01,14.01,19.09,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
5.48,,27.02,34.02,80.1,168.08,4.52,16.71,301.03,9.07,22.77,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
146.13,,24.06,33.08,28.09,192.02,10.02,24.71,10.03,14.04,19.1,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
166.94,,27.03,38.04,61.04,312.01,6.87,19.64,56.02,7.04,13.11,,,,
,June,,,,,,,,,,80.27,potato,red loamy,chennai
10.92,,26.03,32.08,77.07,288.08,5.09,17.3102,560.04,14.02,19.16,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
167.51,,25.07,35.65,54.05,354.09,5.88,18.3102,71.66,281.0,15.8701,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
325.62,,26.03,41.03,27.03,288.06,9.04,23.49,18.09,431.06,26.92,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
47.71,,22.03,34.08,63.1,120.05,8.44,20.6,28.09,9.08,22.73,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
10.81,,26.01,34.02,77.07,144.02,4.07,15.34,200.03,216.01,28.73,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
46.86,,16.03,32.1,35.0,192.08,8.04,19.21,5.07,431.04,26.98,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
85.72,,23.1,34.02,67.01,192.03,8.03,19.71,80.06,431.05,26.95,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.09,,26.08,33.02,84.06,144.05,4.18995,16.1103,375.0,9.07,22.79,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
178.109,,26.03,36.07,70.03,264.05,9.7299,24.55,10.05,7.07,13.11,,,,
,April,,,,,,,,,,80.27,potato,red loamy,chennai
46.8396,,16.05,32.03,35.07,192.05,8.01,19.3,5.07,431.1,26.98,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
327.54,,26.01,41.04,27.01,288.07,9.08,23.4398,18.04,431.07,26.92,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
142.920002,,21.06,36.02,41.02,168.08,10.07,23.85,40.05,216.09,28.72,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
176.53,,27.02,38.0,61.07,312.04,6.84,19.69,56.1,7.04,13.14,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
14.9501,,26.07,36.06,64.0,288.02,6.01,18.5,111.02,7.1,13.13,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
84.490001,,25.06,36.03,70.05,192.07,9.25,23.3102,51.1,9.03,22.73,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
16.73,,22.08,34.06,63.09,120.08,8.47,20.57,28.04,9.01,22.7598,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
109.0,,21.07,36.09,41.01,168.09,10.09,23.86,40.01,216.08,28.8,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
0.1,,27.08,35.02,73.01,168.01,5.08,17.55,170.06,216.07,28.72,,,,
,July,,,,,,,,,,wheat,red sandy,delhi,
14.93,,26.02,36.01,64.01,288.06,6.03,18.49,111.03,7.03,13.11,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
246.46,,27.2598,40.06,37.02,225.01,8.3501,22.2798,44.43,281.04,15.9,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
0.07,,23.82,32.52,64.1,363.09,4.4701,16.22,96.09,281.05,15.9,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
281.0,,26.04,36.07,73.0,192.02,8.42,22.67,126.06,9.04,22.79,,,,
,may,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
96.69,,26.05,36.02,73.03,192.07,8.4501,22.6303,126.09,9.01,22.73,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
47.82,,25.1,34.02,73.05,264.07,5.08,17.59,213.1,431.07,26.96,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
108.960001,,21.06,36.03,41.01,168.03,10.09,23.8102,40.0,216.02,28.74,,,,
,April,,,,,,,,,,wheat,red sandy,delhi,
117.92,,28.1,39.03,54.07,216.08,7.0,20.62,80.02,216.07,28.77,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
0.06,,26.06,33.02,84.04,120.07,5.06,16.06,305.04,9.05,22.74,,,,
,september,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
200.15,,27.0,33.06,69.04,240.06,10.03,25.0,10.07,14.1,19.16,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
246.43,,27.27,40.09,37.09,225.09,8.3,22.24,44.49,281.06,15.84,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
155.7099998,,28.01,39.1,54.03,216.06,7.04,20.68,80.1,216.03,28.75,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
0.0,,25.06,30.0,83.03,336.04,2.06,12.8501,640.03,14.0,19.09,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
0.07,,25.09,30.09,83.04,288.07,3.09,14.18,520.06,14.02,19.12,,,,
,august,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
5.94,,27.1,34.03,80.09,168.05,4.55,16.72,301.09,9.09,22.71,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
10.99,,26.07,32.09,77.07,288.03,5.01,17.36,560.01,14.09,19.1,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
54.6604,,15.04,29.09,57.03,168.02,11.06,22.9398,20.07,216.04,28.77,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
116.16,,25.02,36.01,70.06,192.06,9.28,23.35,51.1,9.06,22.73,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
16.4,,23.85,32.5,64.02,363.07,4.4301,16.24,96.02,281.1,15.89,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
83.910001,,16.04,32.02,35.06,192.02,8.03,19.27,5.02,431.06,26.98,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
5.44,,27.08,34.04,80.06,168.03,4.56,16.7598,301.02,9.02,22.7,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
221.75,,22.06,37.08,26.08,240.07,9.02,22.64,4.07,431.01,26.93,,,,
,April,,,,,,,,,,75.78,potato,red loamy,jaipur
178.19,,26.04,36.02,70.07,264.02,9.77,24.54,10.09,7.09,13.17,,,,
,April,,,,,,,,,,80.27,potato,red loamy,chennai
11.3,,26.0,32.03,77.04,288.0,5.0,17.36,560.06,14.06,19.0802,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
10.8,,26.06,34.03,77.06,144.08,4.05,15.38,200.05,216.09,28.75,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
116.119,,25.08,36.1,70.01,192.07,9.26,23.3302,51.08,9.06,22.75,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
47.8095,,25.03,34.01,73.01,264.1,5.05,17.56,213.04,431.08,26.98,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
0.09,,25.09,30.02,83.09,336.09,2.05,12.83,640.09,14.0,19.1,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
200.14,,27.08,33.04,69.08,240.05,10.08,25.04,10.07,14.1,19.13,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
47.74,,22.08,34.04,63.08,120.06,8.44,20.59,28.09,9.02,22.77,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
54.6205,,15.09,29.06,57.08,168.05,11.03,22.93,20.03,216.1,28.79,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
14.97,,26.06,36.09,64.03,288.1,6.06,18.49,111.08,7.07,13.15,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
0.19,,25.07,34.01,73.02,264.05,5.03,17.57,213.08,431.1,26.99,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
224.2699998,,27.05,39.02,46.02,312.05,7.0,20.67,51.07,431.01,26.96,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
65.619,,25.06,35.04,72.01,240.08,6.6999,19.27,121.07,7.09,13.09,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
0.07,,26.05,33.05,84.08,144.02,4.1599,16.1103,375.04,9.08,22.7598,,,,
,July,,,,,,,,,,88.36,potato,red loamy,kolkata
178.86,,25.02,35.7,54.09,354.07,5.87,18.39,71.61,281.08,15.81,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
97.84,,26.04,36.05,73.05,192.01,8.46,22.7003,126.03,9.05,22.75,,,,
,May,,,,,,,,,,88.36,potato,red loamy,kolkata
10.6299,,26.05,32.05,77.09,288.06,5.02,17.3302,560.0,14.06,19.12,,,,
,June,,,,,,,,,,wheat,red sandy,mumbai,
0.07,,25.02,30.01,83.03,336.08,2.04,12.83,640.09,14.05,19.17,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
14.9501,,26.04,36.1,64.04,288.0,6.05,18.4797,111.08,7.03,13.15,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
167.52,,25.04,35.6604,54.03,354.08,5.8599,18.37,71.69,281.02,15.81,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
0.02,,26.01,33.05,84.06,144.04,4.13,15.76,339.08,9.01,22.7598,,,,
,august,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
327.57,,26.01,41.03,27.04,288.03,9.03,23.4597,18.07,431.04,26.96,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
178.16,,26.0,36.0,70.06,264.07,9.7999,24.56,10.07,7.08,13.13,,,,
,April,,,,,,,,,,80.27,potato,red loamy,chennai
0.01,,23.8302,32.54,64.09,363.03,4.46,16.2598,96.07,281.05,15.84,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
116.16,,25.06,36.02,70.04,192.05,9.2199,23.35,51.04,9.01,22.73,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
11.3501,,26.1,32.1,77.02,288.02,5.01,17.39,560.02,14.1,19.11,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
143.21,,26.06,36.02,70.05,264.03,9.7398,24.58,10.04,7.09,13.13,,,,
,April,,,,,,,,,,wheat,red sandy,chennai,
178.9,,25.07,35.67,54.08,354.05,5.88,18.35,71.619,281.04,15.84,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
132.12,,26.09,36.09,64.08,288.07,6.09,18.43,111.05,7.09,13.17,,,,
,july,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
46.8795,,16.01,32.1,35.04,192.05,8.08,19.23,5.02,431.04,27.0,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
84.43,,25.09,36.02,70.06,192.09,9.26,23.39,51.03,9.07,22.72,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
16.49,,23.85,32.56,64.06,363.09,4.4701,16.23,96.05,281.08,15.82,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
221.18,,26.03,39.05,42.09,192.0,8.07,21.9198,30.01,216.03,28.73,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
31.89,,25.02,34.04,72.08,120.02,6.08,16.7798,110.06,216.03,28.73,,,,
,september,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
479.4199996,,26.07,41.09,27.1,288.05,9.08,23.4,18.0,431.09,26.98,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
39.06,,21.02,32.01,62.1,168.0,9.09,22.06,10.09,14.01,19.16,,,,
,March,,,,,,,,,,wheat,red sandy,mumbai,
181.4,,22.02,37.09,26.1,240.03,9.07,22.66,4.04,431.04,26.96,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
117.95,,28.04,39.09,54.04,216.07,7.03,20.69,80.08,216.0,28.73,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
176.56,,27.04,38.07,61.02,312.03,6.85,19.6502,56.09,7.02,13.13,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
221.72,,22.01,37.05,26.02,240.06,9.06,22.6502,4.06,431.05,26.94,,,,
,April,,,,,,,,,,75.78,potato,red loamy,jaipur
281.08,,26.05,36.02,73.07,192.03,8.4501,22.69,126.09,9.02,22.79,,,,
,may,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
5.1599,,27.04,34.03,80.06,168.09,4.52,16.7598,301.06,9.04,22.71,,,,
,june,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
11.33,,26.03,32.06,77.04,288.08,5.0,17.36,560.09,14.1,19.09,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
0.06,,26.06,33.09,84.04,120.02,5.08,16.08,305.03,9.05,22.72,,,,
,september,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
181.34,,22.02,37.07,26.07,240.09,9.02,22.66,4.02,431.0,26.98,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
146.14,,24.06,33.01,28.09,192.1,10.08,24.7,10.06,14.08,19.1,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
224.298,,27.05,39.05,46.05,312.04,7.1,20.6303,51.06,431.07,26.94,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
135.5,,23.82,32.56,64.02,363.05,4.42,16.2,96.02,281.02,15.88,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
224.2399998,,27.01,39.06,46.03,312.07,7.05,20.6103,51.03,431.09,26.92,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
201.798,,27.0,33.07,69.02,240.04,10.09,25.1,10.09,14.01,19.14,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
0.09,,26.06,33.07,84.09,120.05,5.09,16.06,305.05,9.05,22.71,,,,
,september,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
89.13,,24.01,34.07,70.03,216.04,9.59,23.58,2.06,7.1,13.15,,,,
,March,,,,,,,,,,80.27,potato,red loamy,chennai
16.4797,,23.82,32.59,64.01,363.07,4.46,16.25,96.07,281.08,15.8601,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
479.45,,26.09,41.02,27.0,288.09,9.08,23.5,18.01,431.07,26.96,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
142.1,,28.01,39.07,54.01,216.06,7.0,20.67,80.0,216.04,28.75,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
5.92,,27.05,34.03,80.04,168.05,4.53,16.77,301.07,9.02,22.77,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
176.52,,27.0,38.04,61.1,312.07,6.81,19.6303,56.1,7.03,13.11,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
0.02,,25.06,30.05,83.08,336.08,2.04,12.83,640.02,14.0,19.09,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
51.17,,24.08,34.05,70.05,216.09,9.58,23.54,2.09,7.05,13.13,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
132.14,,26.0,36.06,64.06,288.01,6.02,18.4597,111.0,7.02,13.14,,,,
,july,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
89.149,,24.05,34.03,70.04,216.01,9.58,23.59,2.02,7.03,13.16,,,,
,March,,,,,,,,,,80.27,potato,red loamy,chennai
201.78,,27.04,33.05,69.05,240.09,10.05,25.07,10.04,14.1,19.14,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
327.56,,26.09,41.01,27.03,288.02,9.05,23.4198,18.06,431.02,26.92,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
181.37,,22.06,37.05,26.02,240.04,9.08,22.6103,4.01,431.09,26.96,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
117.990001,,28.06,39.07,54.04,216.07,7.06,20.6103,80.03,216.06,28.74,,,,
,June,,,,,,,,,,wheat,red sandy,delhi,
178.890001,,25.09,35.7,54.01,354.1,5.88,18.37,71.63,281.05,15.89,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
246.420002,,27.22,40.04,37.02,225.06,8.3,22.2,44.47,281.02,15.81,,,,
,May,,,,,,,,,,78.06,potato,red loamy,kurnool
142.920002,,21.09,36.08,41.0,168.06,10.02,23.82,40.0,216.03,28.73,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
0.06,,23.84,32.55,64.08,363.02,4.41,16.22,96.04,281.01,15.8601,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
46.83,,16.04,32.04,35.07,192.05,8.02,19.22,5.04,431.02,26.95,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
416.52,,27.09,39.02,63.03,312.06,9.02,23.21,32.03,7.05,13.17,,,,
,may,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
167.57,,25.08,35.63,54.01,354.01,5.88,18.32,71.64,281.06,15.8501,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
146.12,,24.03,33.04,28.02,192.06,10.09,24.77,10.02,14.05,19.1,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
73.72,,21.05,32.01,62.06,168.05,9.1,22.02,10.0,14.08,19.15,,,,
,March,,,,,,,,,,72.82,potato,red loamy,mumbai
